outcome	EA112_Trance_states	trance_present	possession_present	possession_trance_present	soc_id	in_sccs	EA113_Societal_rigidity_F	EA113_Societal_rigidity_T	EA012_Marital_residence_with_kin_prevailing_pattern_husband	EA012_Marital_residence_with_kin_prevailing_pattern_other	EA012_Marital_residence_with_kin_prevailing_pattern_wife	EA015_Community_marriage_organization_agamous	EA015_Community_marriage_organization_endogamous	EA015_Community_marriage_organization_exogamous	EA042_Subsistence_economy_dominant_activity_ext_agr	EA042_Subsistence_economy_dominant_activity_foraging	EA042_Subsistence_economy_dominant_activity_int_agr	EA042_Subsistence_economy_dominant_activity_multiple	EA042_Subsistence_economy_dominant_activity_pastoralism	EA043_Descent_major_type_other	EA043_Descent_major_type_patrilineal	EA072_Political_succession_absent	EA072_Political_succession_matrilineal	EA072_Political_succession_other	EA072_Political_succession_patrilineal	EA074_Inheritance_rule_for_real_property_land_absent	EA074_Inheritance_rule_for_real_property_land_matrilineal	EA074_Inheritance_rule_for_real_property_land_other	EA074_Inheritance_rule_for_real_property_land_patrilineal	EA023_Cousin_marriages_permitted	EA027_Kin_terms_for_cousins	EA030_Settlement_patterns	EA031_Mean_size_of_local_communities	EA032_Jurisdictional_hierarchy_of_local_community	EA033_Jurisdictional_hierarchy_beyond_local_community	EA034_Religion_high_gods	EA066_Class_differentiation_primary	EA068_Caste_differentiation_primary	EA070_Slavery_type	EA078_Norms_of_premarital_sexual_behavior_of_girls	EA008_Domestic_organization
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ai47	TRUE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	NA	l_7	NA	l_2	l_2	l_2	l_1	l_1	NA	l_2	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Aj9	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	l_1	l_3	l_5	NA	l_3	l_3	l_2	l_1	l_2	l_1	l_6	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Cd3	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	l_3	NA	l_7	l_7	l_3	l_2	l_4	l_2	l_2	l_1	l_3	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ce7	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	l_1	l_2	l_7	l_8	l_2	l_4	l_4	l_5	l_1	l_1	NA	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ch4	FALSE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	0	0	1	0	l_1	NA	l_6	l_5	l_3	l_2	l_4	l_3	l_1	l_1	NA	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ci11	TRUE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	l_4	l_3	l_3	NA	l_3	l_3	l_4	l_4	l_1	l_1	l_2	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ci5	TRUE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_4	l_5	l_7	l_8	l_4	l_4	l_4	l_5	l_1	l_1	l_2	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ec1	TRUE	NA	NA	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	l_3	l_3	l_2	l_2	l_2	l_1	l_2	l_1	l_1	l_1	l_3	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ec6	TRUE	NA	NA	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_2	NA	l_2	l_1	l_3	l_1	NA	l_1	l_1	l_2	NA	l_6
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ec8	FALSE	NA	NA	1	0	0	NA	NA	NA	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	NA	NA	l_2	l_2	l_2	l_1	NA	l_1	l_1	l_1	NA	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Eh5	TRUE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	l_2	l_2	l_6	l_1	l_3	l_1	NA	l_1	l_1	l_1	l_6	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ej1	TRUE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	l_3	l_4	l_7	l_2	l_3	l_1	l_1	l_2	l_1	l_1	l_6	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ia12	FALSE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	l_1	l_2	l_7	l_8	l_2	l_5	l_4	l_5	l_1	l_1	NA	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ia14	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	l_1	l_2	l_7	l_4	l_2	l_1	NA	l_1	l_1	l_1	NA	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ia2	FALSE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	l_2	l_2	l_7	l_6	l_3	l_1	l_1	l_2	l_1	l_1	l_6	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ia6	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	l_1	l_1	l_7	l_4	l_3	l_2	l_1	l_4	l_1	l_1	NA	l_6
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ib1	TRUE	NA	NA	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	l_4	l_2	l_7	NA	l_3	l_1	l_1	l_1	l_1	l_4	l_3	l_6
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ic3	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	l_3	l_1	l_6	NA	l_4	l_2	NA	l_4	l_3	l_4	NA	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Id1	TRUE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_2	l_3	l_1	l_1	l_2	l_1	l_1	l_1	l_1	l_1	l_1	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Id2	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_3	l_5	l_1	l_1	l_2	l_1	l_1	l_1	l_1	l_1	l_1	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Id3	TRUE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_2	l_3	l_1	l_3	l_3	l_1	l_2	l_1	l_1	l_1	l_1	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ie13	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	NA	NA	NA	NA	l_2	l_3	l_7	NA	l_3	l_1	NA	l_1	l_1	l_1	NA	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ie16	FALSE	NA	NA	0	1	0	1	0	0	0	0	0	1	0	0	1	NA	NA	NA	NA	0	0	0	1	l_1	l_3	l_7	NA	l_4	l_1	NA	l_1	l_1	l_1	l_2	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ie7	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	l_1	l_3	l_5	l_4	l_4	l_1	l_1	l_1	l_1	l_1	l_2	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	If3	FALSE	NA	NA	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_6	l_3	l_3	l_2	l_1	l_4	l_1	l_1	l_6	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ig5	FALSE	NA	NA	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	l_1	l_3	l_7	NA	l_3	l_1	NA	l_1	l_1	l_1	l_6	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ih5	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_3	l_3	l_7	NA	l_3	l_2	NA	l_1	l_1	l_1	NA	NA
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na1	FALSE	NA	NA	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_3	l_3	l_2	l_1	l_2	l_1	l_1	l_1	l_1	l_1	l_1	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na14	FALSE	NA	NA	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	NA	l_2	l_2	l_1	l_2	l_1	l_1	l_1	l_1	l_1	l_6	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na26	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_1	l_3	l_7	NA	l_3	l_1	l_1	l_4	l_1	l_1	l_2	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na27	FALSE	NA	NA	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	l_3	NA	l_3	l_1	l_2	l_2	l_1	l_4	l_4	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na33	TRUE	NA	NA	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	NA	NA	NA	NA	l_3	l_3	l_2	l_2	l_3	l_1	l_1	l_1	l_1	l_1	NA	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na34	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	1	0	1	0	NA	NA	NA	NA	0	0	0	1	l_3	l_3	l_3	l_1	l_3	l_2	NA	l_1	l_1	l_1	l_6	l_6
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na4	TRUE	NA	NA	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	l_3	l_4	l_2	l_2	l_2	l_1	l_1	l_1	l_1	l_1	l_6	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na41	TRUE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_2	l_1	l_2	l_2	l_2	l_1	l_1	l_1	l_2	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na6	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	l_4	l_3	l_3	NA	l_3	l_1	l_1	l_2	l_1	l_1	NA	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na8	TRUE	NA	NA	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	l_2	l_1	l_2	NA	l_2	l_1	l_2	l_2	l_1	l_1	l_3	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Na9	TRUE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_4	l_3	l_7	l_3	l_3	l_1	l_2	l_4	l_1	l_4	l_3	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nb15	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_1	l_2	l_3	l_3	l_1	l_1	l_4	l_1	l_4	l_2	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nb16	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_1	l_2	l_2	l_3	l_1	l_1	l_4	l_1	l_4	l_2	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nb4	TRUE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_1	l_1	l_7	l_1	l_3	l_1	l_1	l_2	l_1	l_2	NA	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nc23	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	l_1	l_1	l_2	l_2	l_2	l_1	NA	l_2	l_1	l_1	NA	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nd1	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_1	l_1	l_3	l_4	l_2	l_1	l_4	l_2	l_1	l_2	l_2	l_6
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nd4	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_1	l_1	l_2	l_2	l_2	l_1	l_3	l_1	l_1	l_1	l_3	l_6
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nd6	FALSE	NA	NA	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_1	l_1	l_2	l_1	l_2	l_1	l_1	l_1	l_1	l_1	NA	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nd64	FALSE	NA	NA	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_1	l_2	l_3	l_2	l_2	NA	l_1	l_1	l_1	l_6	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ne11	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_3	l_1	l_4	l_2	l_1	l_2	l_1	l_1	l_1	l_3	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ne15	TRUE	NA	NA	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_1	l_4	l_3	l_5	l_3	l_1	l_2	l_1	l_1	l_1	NA	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ne2	FALSE	NA	NA	0	0	1	1	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	1	0	0	0	l_1	l_1	l_1	NA	l_3	l_1	NA	l_1	l_1	l_1	l_3	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ne3	TRUE	NA	NA	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_1	l_1	NA	l_3	l_1	NA	l_1	l_1	l_2	NA	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ne4	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_4	l_2	NA	l_2	l_2	l_1	l_1	l_1	l_1	NA	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ne9	FALSE	NA	NA	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_1	l_2	l_4	l_3	l_2	l_1	l_1	l_1	l_1	l_2	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nf12	FALSE	NA	NA	1	0	0	NA	NA	NA	0	1	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_1	l_4	l_3	NA	l_3	l_2	NA	l_4	l_1	l_1	l_6	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nf6	TRUE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	l_2	l_4	l_3	l_4	l_3	l_2	l_2	l_4	l_1	l_2	NA	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ng6	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	NA	l_1	l_3	l_4	l_3	l_1	l_3	l_1	l_1	l_1	l_6	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nh15	FALSE	NA	NA	0	0	1	1	0	0	0	0	0	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_1	l_2	NA	l_3	l_1	NA	l_1	l_1	l_2	NA	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nh18	FALSE	NA	NA	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	l_1	l_4	l_7	l_4	l_4	l_1	l_1	l_1	l_1	l_1	l_6	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Nh4	TRUE	NA	NA	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	l_1	l_4	l_7	l_6	l_4	l_1	l_1	l_1	l_1	l_1	NA	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Sa4	FALSE	NA	NA	0	1	0	0	1	0	1	0	0	0	0	1	0	NA	NA	NA	NA	0	0	0	1	l_2	l_1	l_5	l_2	l_2	l_1	l_2	l_1	l_1	l_1	NA	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Sa9	TRUE	NA	NA	0	0	1	1	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_3	l_3	l_7	l_3	l_3	l_2	l_4	l_1	l_1	l_1	l_1	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Sc10	FALSE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_3	NA	l_7	l_1	l_3	l_1	l_2	l_1	l_1	l_3	NA	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Sc11	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_3	l_3	l_7	NA	l_2	l_1	NA	l_1	l_1	NA	NA	l_4
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Sd7	FALSE	NA	NA	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_3	l_3	l_7	NA	l_2	l_1	l_1	l_1	l_1	l_1	l_6	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Se10	FALSE	NA	NA	1	0	0	NA	NA	NA	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_7	l_5	l_3	l_1	l_2	l_2	l_1	l_2	NA	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Se4	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	l_1	NA	l_7	l_1	l_2	l_1	l_1	l_1	l_1	l_1	l_6	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Se6	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_3	NA	l_7	NA	l_2	l_1	l_2	l_1	l_1	l_2	l_3	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Sf1	TRUE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	1	0	NA	NA	NA	NA	1	0	0	0	l_4	l_1	l_7	l_7	l_2	l_5	l_2	l_5	l_1	l_1	l_2	l_1
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Si4	TRUE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_3	l_3	l_2	l_1	l_3	l_1	l_1	l_1	l_1	l_1	l_1	l_2
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Sj7	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	NA	NA	0	1	0	0	NA	NA	NA	NA	l_2	l_4	l_7	l_2	l_3	l_1	l_2	l_1	l_1	l_1	l_1	l_8
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Sj8	TRUE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_3	NA	l_7	l_4	l_3	l_2	l_2	l_2	l_1	l_2	l_6	l_8
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Ac9	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	1	0	NA	NA	NA	NA	0	0	0	1	l_3	l_3	l_7	l_3	l_2	l_4	l_1	l_4	l_1	l_2	NA	l_5
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Af1	TRUE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_5	l_7	l_7	l_3	l_4	l_1	l_4	l_1	l_4	l_2	l_5
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Af2	FALSE	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_3	l_1	l_7	l_3	l_4	l_2	NA	l_1	l_1	l_4	NA	l_8
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Af20	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_5	l_6	l_5	l_4	l_2	l_2	l_2	l_1	l_3	NA	l_7
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Af3	TRUE	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	l_3	l_5	l_7	l_7	l_4	l_3	l_2	l_4	l_1	l_2	l_2	l_7
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Af32	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_1	l_1	l_7	l_7	l_4	l_3	l_2	l_4	l_1	l_4	NA	l_8
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Af6	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_1	l_7	l_8	l_4	l_4	l_2	l_5	l_1	l_2	l_3	l_8
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Ai32	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_1	NA	l_6	NA	l_3	l_2	l_2	l_1	l_1	l_2	NA	l_8
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Cj2	TRUE	NA	NA	1	0	0	1	0	0	0	0	0	0	1	1	0	NA	NA	NA	NA	1	0	0	0	l_4	l_5	l_1	NA	l_3	l_2	l_4	l_2	l_2	l_4	l_2	l_5
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Ea5	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_1	NA	l_7	l_5	l_3	l_2	NA	l_2	l_2	l_4	NA	l_7
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Eg14	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_3	l_3	l_7	l_2	l_2	l_2	l_1	l_1	NA	l_1	l_6	l_2
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Ia4	FALSE	NA	NA	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	l_4	l_1	l_5	l_1	l_2	l_1	l_1	l_1	l_1	l_1	NA	l_2
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Ib6	FALSE	NA	NA	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	l_3	l_1	l_7	NA	l_4	l_3	l_4	l_4	l_1	l_4	NA	l_8
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Ie19	FALSE	NA	NA	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	NA	NA	NA	NA	l_1	l_3	l_6	l_4	l_4	l_1	l_1	l_1	l_1	l_1	l_2	l_1
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Ie20	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_1	l_7	NA	l_3	l_1	l_1	l_4	l_1	l_1	l_6	l_2
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Ie21	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	NA	NA	NA	NA	0	0	0	1	NA	l_1	l_7	NA	l_4	l_1	NA	l_1	l_1	l_1	NA	l_7
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Ig10	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_2	l_4	l_7	l_2	l_3	l_1	l_1	l_1	l_1	l_1	NA	l_5
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Ig9	TRUE	NA	NA	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	l_2	l_3	l_7	l_3	l_3	l_1	l_1	l_2	l_1	l_1	l_2	l_2
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Na24	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	l_1	l_2	l_3	l_1	l_3	l_1	l_1	l_1	l_1	l_1	l_6	l_8
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Na25	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_2	l_3	NA	l_2	l_1	l_4	l_1	l_1	l_1	l_6	l_1
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Na31	FALSE	NA	NA	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_4	NA	l_2	NA	l_2	l_1	l_1	l_1	l_1	l_1	l_4	l_7
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Na36	FALSE	NA	NA	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_3	l_3	l_2	l_2	l_3	l_1	l_1	l_1	l_1	l_1	l_2	l_7
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Nb18	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	NA	l_7	l_1	l_3	l_1	l_1	l_4	l_1	l_4	NA	l_8
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Nb26	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	l_1	l_1	l_3	NA	l_3	l_1	l_1	l_2	l_1	l_4	l_2	l_8
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Nb3	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_2	l_1	l_7	NA	l_3	l_2	NA	l_4	l_1	l_4	l_2	l_7
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Nb31	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	l_3	l_3	l_3	NA	l_2	l_1	NA	l_2	l_1	l_2	l_3	l_4
Two T states, one due to P; P explains T only	7	TRUE	TRUE	TRUE	Nb32	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_3	l_3	l_1	l_3	l_2	l_1	l_2	l_1	l_2	NA	l_7
